Nawisko aktualne,Liczba
WIDERA,2934
CABAN,2933
MOSKWA,2933
BOGACKA,2930
KUNICKA,2930
PYKA,2929
POPIOŁEK,2926
SUCHOCKA,2926
SZLACHTA,2924
DYLEWSKA,2918
JAKUBCZAK,2918
CHRUŚCIEL,2917
PAJOR,2916
FABISIAK,2912
TRUSZKOWSKA,2908
SOSIŃSKA,2905
CZAPLICKA,2904
ZAŁĘSKA,2901
GRZEGORZEWSKA,2899
KULIGOWSKA,2895
MACIASZEK,2893
PODOLSKA,2891
STARZYŃSKA,2886
SIUDA,2883
KARBOWSKA,2882
KOTARSKA,2882
PORĘBA,2880
DAWIDOWSKA,2876
GĄDEK,2875
KRAWCZYŃSKA,2875
MIROWSKA,2873
SAGAN,2873
JARECKA,2870
WOJNOWSKA,2865
STAROŃ,2864
TROJAN,2862
BABIARZ,2858
RAKOCZY,2858
SAMBORSKA,2858
SZNAJDER,2858
NOWOSIELSKA,2857
SĘKOWSKA,2856
BOROWIECKA,2855
KRZAK,2855
BORECKA,2853
SZCZOTKA,2853
JELEŃ,2852
WĄSOWICZ,2851
NIEDŹWIEDŹ,2850
JEŻ,2848
BOROWICZ,2845
BOGDANOWICZ,2844
MROZIŃSKA,2844
TRAWIŃSKA,2842
CYWIŃSKA,2841
LACHOWSKA,2841
BORUCKA,2840
CHOWANIEC,2840
MAJER,2835
SYNOWIEC,2833
MAŁOLEPSZA,2832
STRZELEC,2832
WIATR,2832
KUSZ,2830
MATYJA,2830
BIEGAŃSKA,2824
OLEKSIAK,2824
HOFMAN,2820
KUPCZYK,2820
WOJDYŁA,2819
KURKOWSKA,2815
NOCOŃ,2813
BARCZYK,2812
PRZYGODA,2812
BLOCH,2811
DAWIDOWICZ,2811
KARWACKA,2808
ZDANOWICZ,2804
RUSINEK,2800
KLOC,2799
WOJNAROWSKA,2797
ANTONIUK,2795
MIELNIK,2794
OGRODNIK,2786
GAJOS,2785
POZNAŃSKA,2777
KOSIOREK,2775
MADEJSKA,2773
GROMEK,2772
WOJTKOWSKA,2772
WOLAŃSKA,2769
ROZMUS,2768
PACIOREK,2764
ŁUKOMSKA,2762
BĄCZEK,2753
KĘPIŃSKA,2752
TOBIASZ,2751
KRAVCHUK,2749
ZDROJEWSKA,2749
KOCH,2748
MATEJA,2740
KOCUR,2738
OLESIŃSKA,2738
RUSZKOWSKA,2737
ADAMKIEWICZ,2732
BOCHEŃSKA,2731
JANKIEWICZ,2731
SUCHODOLSKA,2725
GANCARZ,2722
WIERZBOWSKA,2722
JÓZEFOWICZ,2720
PIENIĄŻEK,2715
KUDŁA,2714
KUNA,2714
MISIEWICZ,2714
JEŻEWSKA,2711
SARNA,2709
DZIĘCIOŁ,2708
STACH,2707
GOLONKA,2706
ŁYSIAK,2706
STADNIK,2706
ĆWIEK,2704
JAROCKA,2703
KARPOWICZ,2702
WOŹNICKA,2700
JELONEK,2699
KUŁAKOWSKA,2699
BOGUSŁAWSKA,2698
KOTOWICZ,2695
BARTOSIAK,2693
KOSSAKOWSKA,2692
OGONOWSKA,2692
ANIOŁ,2691
KISIELEWSKA,2691
RATAJ,2691
DEPTUŁA,2690
KORCZYŃSKA,2689
KUBALA,2687
POKORSKA,2684
KLIŚ,2682
SOBKOWIAK,2682
STAWSKA,2682
BAŃKOWSKA,2679
KOSIOR,2678
SOROKA,2678
TARKOWSKA,2677
SROCZYŃSKA,2674
MĄKA,2672
KUTA,2669
BAŁDYGA,2668
PIECHOWIAK,2666
GLINKA,2665
KAWCZYŃSKA,2664
MYSZKOWSKA,2663
RYBCZYŃSKA,2663
ZAJDEL,2663
KRASOŃ,2662
KUŹMIŃSKA,2662
MYSZKA,2659
POPEK,2659
POŚPIECH,2659
PŁACZEK,2658
WALKIEWICZ,2658
ABRAMOWICZ,2656
HAŁAS,2655
KOZUB,2654
KWAŚNIAK,2652
BIELICKA,2648
SAJDAK,2647
SZUMSKA,2645
OLESZCZUK,2644
DZIĘGIELEWSKA,2642
JACH,2642
FILIPOWSKA,2639
KASPROWICZ,2636
ZWIERZCHOWSKA,2636
GŁOWACZ,2631
ROGUSKA,2629
BOGUSZEWSKA,2626
ADAMCZUK,2625
PAWŁOWICZ,2623
FLORCZYK,2622
GUZEK,2622
PISKORSKA,2622
CAŁKA,2621
PUZIO,2620
PIRÓG,2619
ZIAJA,2616
PANKOWSKA,2615
PTASZYŃSKA,2615
MROZOWSKA,2612
WĄS,2611
MROZIK,2610
SIEMIŃSKA,2609
JANIKOWSKA,2607
GÓRZYŃSKA,2606
KRASIŃSKA,2604
SAWCZUK,2604
WLAZŁO,2603
MARCZYK,2601
TOMASZEK,2601
ŻMIJEWSKA,2601
ŻOCHOWSKA,2600
ŁĄCKA,2598
FORTUNA,2597
BAJOR,2595
BRYK,2589
WYSOKIŃSKA,2587
FRĄCKIEWICZ,2586
MARCZUK,2586
ZAJKOWSKA,2586
TWOREK,2584
BOCIAN,2582
GUZOWSKA,2574
KICIŃSKA,2573
MĄDRA,2573
BADOWSKA,2572
JASKUŁA,2569
SKRZYŃSKA,2569
BODNAR,2568
KULCZYCKA,2568
RACHWAŁ,2567
JANIEC,2566
DYBOWSKA,2564
LISEK,2564
SKRZYPIEC,2559
WOJEWODA,2559
NOSEK,2558
GŁUCHOWSKA,2554
BANASZKIEWICZ,2553
WINKLER,2549
ŁUKAWSKA,2547
SWOBODA,2546
SKUPIEŃ,2545
SUŁEK,2541
DURAJ,2540
BUDNIK,2537
KUPIS,2536
MATUSZEK,2535
CHOLEWIŃSKA,2534
WOJNAR,2534
DOMINIK,2533
DZIK,2531
SIWAK,2531
STANKOWSKA,2531
DRZAZGA,2529
JAKUBIK,2529
CISZEK,2528
NYKIEL,2527
SOSNA,2526
ANDRZEJAK,2524
JODŁOWSKA,2523
DANILUK,2522
STARCZEWSKA,2521
PRZYBYŁEK,2517
ABRAMCZYK,2516
KUPCZAK,2515
KUŹNIAR,2515
MITURA,2515
BĘBEN,2514
KUCZERA,2514
KUŚNIERZ,2514
IGNACZAK,2513
KOPKA,2513
ROLA,2513
RYNKIEWICZ,2513
SŁOTA,2513
ROZWADOWSKA,2511
RZEŹNIK,2511
OLEK,2506
SOBIERAJSKA,2505
ŁOBODA,2500
SŁOWIKOWSKA,2500
CICHY,2499
POLOK,2499
KĘDZIA,2497
KUKLIŃSKA,2496
ŻBIKOWSKA,2495
PAWLACZYK,2494
PACH,2493
SOJA,2493
OZIMEK,2492
ZADROŻNA,2490
DEPTA,2487
ŁUKASIAK,2487
CHOIŃSKA,2484
FORYŚ,2482
KOC,2480
LUBIŃSKA,2479
ŁATA,2479
SPYCHALSKA,2479
DOPIERAŁA,2477
KNOP,2477
PRZYBYLAK,2476
FORNAL,2471
KULKA,2471
ZABIELSKA,2469
CHUDY,2467
DĘBIŃSKA,2467
MAĆKOWSKA,2466
PIASKOWSKA,2466
KROK,2464
MACIEJCZYK,2464
CISEK,2458
FORMELA,2457
GAWŁOWSKA,2457
GAWĘDA,2456
JANUSZKIEWICZ,2452
SAVCHUK,2450
GÓRCZYŃSKA,2449
PIWOŃSKA,2448
NIZIOŁEK,2446
ROGULSKA,2446
KLIMKIEWICZ,2442
KALISZEWSKA,2440
KRYGIER,2440
WALICKA,2440
JAROSIŃSKA,2439
KOBIELA,2439
GONDEK,2437
ŁUKOWSKA,2437
KLIMOWICZ,2436
ROWIŃSKA,2436
CZERNIAWSKA,2434
PACEK,2434
CABAJ,2431
CELIŃSKA,2428
WIKTOR,2428
SAS,2425
KILIAN,2424
KOŁEK,2423
BARTOSZEWICZ,2420
STAWARZ,2417
KURIATA,2411
ĆWIKŁA,2407
KRZYŻANIAK,2407
BARCZAK,2406
PANKIEWICZ,2406
SKRZYPCZYK,2404
DEMBIŃSKA,2403
MOMOT,2402
POLKOWSKA,2401
WOJTYSIAK,2401
ZIENKIEWICZ,2401
KAZIMIERSKA,2400
SZPAKOWSKA,2399
PAWEŁCZYK,2397
SOŁTYSIK,2397
BALIŃSKA,2396
GUTKOWSKA,2396
POŁEĆ,2396
JANECKA,2394
KUBAS,2394
FICEK,2393
GRABIEC,2393
LASKA,2392
JANOWICZ,2391
KRZEMIEŃ,2390
POKORA,2390
WALASEK,2389
KĘDRA,2388
MIODUSZEWSKA,2388
BINKOWSKA,2387
MOSZCZYŃSKA,2386
GIERSZEWSKA,2385
KORALEWSKA,2385
CZARNOWSKA,2383
POPOVA,2382
IDZIKOWSKA,2380
PIECHA,2380
NGUYEN,2379
CHUDA,2378
GIERCZAK,2378
LISZEWSKA,2376
ŁAKOMA,2376
PŁÓCIENNIK,2376
PŁUCIENNIK,2370
WICHER,2370
PŁACHTA,2367
SZMYT,2366
HEBDA,2360
MAŁACHOWSKA,2359
BARSZCZEWSKA,2357
BIENIAS,2356
PATYK,2356
SIWIŃSKA,2354
BIŃKOWSKA,2352
PIECUCH,2352
KWAPISZ,2351
FILA,2349
ZDANOWSKA,2348
SZEWC,2346
ROMAŃCZUK,2345
BIEDRZYCKA,2344
MELNYCHUK,2344
MOKRZYCKA,2344
ŚWIĘCICKA,2341
LABUDA,2338
PAWEŁEK,2338
SKUZA,2337
KLICH,2335
CHLEBOWSKA,2334
KLIMCZYK,2334
POPIEL,2334
URBANIK,2327
MICKIEWICZ,2325
TERLECKA,2324
OPALIŃSKA,2322
SAŁATA,2321
JASIAK,2319
CIEŚLAR,2318
SKOTNICKA,2315
CHRZĄSZCZ,2313
DOMARADZKA,2311
POŹNIAK,2310
ŚWITALSKA,2309
CICHOWSKA,2307
ISKRA,2307
PIEKARCZYK,2307
ŻACZEK,2305
CICHECKA,2301
SOBALA,2299
LUPA,2297
WIATROWSKA,2297
GAWRYŚ,2295
SOBOL,2295
KRZYSZTOFIK,2293
SOBIECH,2293
PNIEWSKA,2291
PIECHOWSKA,2290
WALASZCZYK,2289
RUTA,2287
KOSEK,2286
NIEDBAŁA,2286
GIBAS,2285
DRAB,2284
KACPERSKA,2284
CHUDZIŃSKA,2283
KASIŃSKA,2280
WANAT,2280
PUSTELNIK,2279
ULATOWSKA,2278
MARCHENKO,2277
MIŁEK,2277
WILKOWSKA,2277
BĄCZKOWSKA,2276
STAWIARSKA,2276
KOŚMIDER,2274
MUZYKA,2274
ŻABIŃSKA,2271
BAJER,2270
CZERNIK,2270
CHMIELECKA,2267
PALKA,2267
PIKUŁA,2267
ZAWADKA,2266
CZOP,2264
MELLER,2262
ANDRUSZKIEWICZ,2261
KOZIKOWSKA,2261
SYPNIEWSKA,2260
KLESZCZ,2259
KUŁAGA,2259
LENARTOWICZ,2259
MIELEWCZYK,2259
ŁADA,2256
KOWNACKA,2255
WACHOWICZ,2255
JAWOROWSKA,2254
TABAKA,2254
WARDA,2254
KALICKA,2253
KARWAT,2252
MARCINEK,2252
GOŁDA,2251
ORLIK,2250
ORLIŃSKA,2250
BURA,2247
OBARA,2247
OCHMAN,2247
SZCZĘCH,2247
GŁUSZEK,2245
SIEŃKO,2245
SZMIT,2245
PAWLUS,2241
SARNECKA,2241
BORAWSKA,2240
CZERNECKA,2239
KIERZKOWSKA,2239
BASIŃSKA,2238
PRZYBYŁO,2237
STEFANOWSKA,2237
KUKUŁA,2236
PIETRUCHA,2236
STEFANOWICZ,2234
RUDENKO,2233
KUFEL,2232
NIKIEL,2232
PIWKO,2232
SOLARZ,2232
GRABIŃSKA,2231
KOPIEC,2231
KWAŚNIK,2231
WOLANIN,2231
ŁASKA,2227
KOŻUCH,2223
MOŚCICKA,2223
SZYDŁO,2223
BARTOSZ,2222
CHĘCIŃSKA,2222
PLATA,2222
JUREWICZ,2221
SZEWCZAK,2220
FISZER,2219
BONIECKA,2218
MATYSEK,2218
GONTARZ,2215
JASEK,2214
ŁOZIŃSKA,2213
HINC,2211
FEDOROWICZ,2210
PIELA,2209
ROSTKOWSKA,2208
DRAGAN,2206
ŁUKASZCZYK,2206
KUR,2205
POLOCZEK,2205
RYSZKA,2205
PONIATOWSKA,2203
MIERNIK,2201
MIAZGA,2199
KORYCKA,2198
GWIZDAŁA,2197
ROJEWSKA,2197
JURGA,2194
LEJA,2194
MACIAK,2194
SZCZĘŚNIAK,2194
BORZĘCKA,2193
KASPRZYCKA,2193
SASIN,2192
MRUK,2191
SADKOWSKA,2191
CZARNIK,2187
IGNASIAK,2187
NARLOCH,2187
JURASZEK,2185
PASIEKA,2185
SZYMURA,2185
KARBOWIAK,2184
BUDNA,2182
KOCOT,2181
SCHULZ,2181
BĘBENEK,2178
GRUSZECKA,2178
KUŹNIK,2178
PLISZKA,2178
ANTOSIK,2177
LEWKOWICZ,2176
MÜLLER,2174
MYŚLIŃSKA,2174
SAŁEK,2174
BROŻYNA,2173
DZIUBEK,2173
MICHALEC,2172
DYRDA,2170
WSZOŁEK,2167
RODZIEWICZ,2164
KOTECKA,2163
WAWER,2162
CIESZYŃSKA,2157
ZDUŃCZYK,2157
ZIOBRO,2156
LECHOWICZ,2154
KAIM,2153
BŁASIAK,2152
OKOŃSKA,2150
SZYMBORSKA,2149
BARTOSZEWSKA,2148
TYSZKIEWICZ,2148
ŻYDEK,2148
POLAKOWSKA,2147
KOWALKOWSKA,2146
PIETKIEWICZ,2146
BOMBA,2145
JASIK,2143
BIL,2142
JABŁONOWSKA,2142
PIETRASIK,2142
ZELEK,2142
KLEPACKA,2141
BOCZKOWSKA,2140
SAVCHENKO,2140
GŁODEK,2139
MAKSYMIUK,2139
STEFAŃCZYK,2139
GÓRNIK,2136
NGUYỄN,2136
MAJCHROWSKA,2135
NOWOSAD,2135
OLEJARZ,2134
KOROL,2133
SPYRA,2132
DUTKA,2129
LANGNER,2126
KRYŃSKA,2125
JÓZEFIAK,2124
PRUSAK,2121
JASZCZUK,2120
DMOCHOWSKA,2119
MUSIELAK,2118
STASIUK,2118
LIGĘZA,2117
SAK,2117
STASIK,2116
JAGŁA,2114
KOPERSKA,2113
MANIA,2113
GAWIN,2112
BABIŃSKA,2111
BAŃKA,2111
MLECZKO,2110
ŚWINIARSKA,2110
PORADA,2109
KISZKA,2107
SAMSEL,2107
BRYL,2103
GRALAK,2102
NAPORA,2100
BĘDKOWSKA,2099
FIRLEJ,2099
WILCZAK,2099
KACPRZYK,2098
KUŚMIERCZYK,2098
CISOWSKA,2097
CZECHOWICZ,2096
LYSENKO,2095
ŻELAZNA,2095
POGODA,2088
SOBIECKA,2087
KOSAKOWSKA,2086
DOMIN,2084
GIEMZA,2083
SZYSZKO,2083
KONIK,2081
PIETRASZEK,2077
WOJTAŚ,2076
KRUPSKA,2075
GŁUCH,2074
BOCZEK,2073
DMOWSKA,2073
JAGIEŁA,2073
KOSECKA,2073
KĄDZIELA,2072
WRONKA,2072
KUSTRA,2071
PALIWODA,2071
RZEPA,2071
SUSZEK,2071
DEREŃ,2067
MRÓWKA,2066
PIETRUSZEWSKA,2065
SABAT,2064
RICHTER,2061
WEGNER,2060
MĄCZYŃSKA,2059
ŻÓŁTOWSKA,2059
BYKOWSKA,2057
ŁĘCKA,2057
PAWLUK,2057
PRZYBOROWSKA,2057
GOŹDZIK,2056
KACZMARZYK,2056
WASILUK,2056
DUDKA,2054
GRAD,2054
ZARZECKA,2054
NOWIK,2053
WŁODARCZAK,2053
BALCER,2052
CIECHANOWSKA,2052
ŚWIDEREK,2052
KWAŚNA,2051
MOCZULSKA,2049
BOROWIK,2047
STRZYŻEWSKA,2047
TARGOSZ,2047
SÓJKA,2046
WINIARCZYK,2045
MALCZYK,2044
MATKOWSKA,2043
TAŃSKA,2043
BATKO,2042
JARZYNA,2042
SKWARA,2042
PEPLIŃSKA,2041
NĘDZA,2039
DEJA,2038
SHVETS,2038
KLOCEK,2037
CZEKALSKA,2036
JANCZEWSKA,2036
PARZYCH,2033
BARNAŚ,2032
SUDER,2032
PACHOLSKA,2031
SADŁOWSKA,2031
KANTOR,2029
KŁAK,2029
KUŚMIERZ,2029
WIKTOROWICZ,2029
MACHURA,2028
STAROSTA,2026
KASZA,2025
PRZYTUŁA,2024
CIOSEK,2023
KONKOL,2022
KRYNICKA,2022
SUKIENNIK,2022
KRYSZTOFIAK,2020
PIEKUT,2019
TOCZEK,2018
KOCIOŁEK,2017
ORLIKOWSKA,2015
TYSZKA,2015
PYTLIK,2014
LIPOWSKA,2013
ŚWISTAK,2010
GORZKOWSKA,2006
MACHAJ,2006
KUBIŃSKA,2005
BUTKIEWICZ,2004
AUGUSTYNOWICZ,1996
CHYŁA,1996
GĘBALA,1996
BRZÓSKA,1995
REGULSKA,1995
STARZYK,1993
KRZYWICKA,1992
ZWIERZYŃSKA,1992
ZĄBEK,1990
JEDLIŃSKA,1989
TARNAWSKA,1987
WIERZBA,1986
WASZCZUK,1983
CZARKOWSKA,1982
MNICH,1979
RAFALSKA,1978
KOCIK,1977
LUBAŃSKA,1977
PAWELCZYK,1977
WALA,1976
WOJTALA,1975
GRZESZCZAK,1974
MICHNA,1974
BOLEK,1973
GALANT,1973
STAŚKIEWICZ,1971
KĄDZIOŁKA,1970
ŁAGOWSKA,1970
OSIAK,1970
GRONOWSKA,1969
CZEKAŁA,1968
ŻYWICKA,1968
CEGIELSKA,1966
WOLF,1965
BAŁA,1964
FIJOŁEK,1964
GRALA,1964
KOTAS,1962
PASZKO,1962
SULIMA,1962
TĘCZA,1962
HAVRYLIUK,1961
SUWAŁA,1961
CZERSKA,1959
PETRENKO,1959
BRZOSTEK,1958
KMIECIAK,1958
KRZYWDA,1958
NIEWĘGŁOWSKA,1958
WASIK,1958
CHRZAN,1956
SKOCZEK,1955
JOPEK,1954
KALEMBA,1953
PAKULSKA,1953
TYCZYŃSKA,1953
SZMIGIEL,1952
BARTKIEWICZ,1951
DANIELEWICZ,1951
GINTER,1950
JAŃCZAK,1950
KARBOWNIK,1950
KORCZ,1950
JARZĄB,1949
OLKOWSKA,1949
KUŁAK,1947
MIGDAŁ,1946
CHMIELOWIEC,1945
RUSIECKA,1945
HUK,1944
BIAŁOWĄS,1942
MISZCZUK,1942
SKOCZEŃ,1940
STRUZIK,1940
DRĄŻEK,1939
LESIŃSKA,1939
PŁAZA,1939
FILIPKOWSKA,1938
RAWSKA,1937
GRĄDZKA,1936
MATUSZCZYK,1936
SZABLEWSKA,1936
GRAJEWSKA,1935
PUDŁO,1935
JURA,1934
PIÓRO,1934
DZIUBIŃSKA,1933
SZERSZEŃ,1933
WĄTROBA,1933
CHODOROWSKA,1932
ROMANOWICZ,1931
BARSKA,1930
GÓRNICKA,1929
GRZEGOREK,1929
IDZIAK,1929
LANGER,1929
PROKOPOWICZ,1927
FRYC,1926
MALIŃSKA,1926
KIJEWSKA,1925
PRZYWARA,1925
ZAŁUSKA,1925
KACZKOWSKA,1924
JARZYŃSKA,1922
TALAGA,1920
ROKOSZ,1919
SŁOMSKA,1919
STEFANIUK,1919
MIŁKOWSKA,1918
WALTER,1917
RUSAK,1916
MAGDZIARZ,1913
PTASIŃSKA,1913
CHORNA,1912
KOTWICA,1912
GÓŹDŹ,1911
ZAWIERUCHA,1911
CIEPLIŃSKA,1909
SAKOWICZ,1909
GOŁAWSKA,1908
STANIK,1907
BARTOS,1905
KRET,1905
KAPAŁA,1904
SOBECKA,1904
BRZOZA,1903
CHROSTOWSKA,1903
BAJOREK,1900
GOŁDYN,1900
SKARŻYŃSKA,1899
KLYMENKO,1897
RUDA,1897
JĘDRZEJAK,1896
PAVLENKO,1894
KOSICKA,1893
MAKOWIECKA,1893
PODOLAK,1893
BOROWA,1892
LISIAK,1892
LIPA,1890
WIĘCŁAW,1890
MIELNICZUK,1889
PAŁASZ,1889
GŁÓD,1888
KRASNODĘBSKA,1888
SOKALSKA,1887
KRAWCZAK,1883
ŻABA,1880
BLICHARZ,1879
SZCZECIŃSKA,1879
WOŹNY,1877
GODEK,1875
KONIOR,1875
FOJCIK,1874
BARYŁA,1872
MAŁKIEWICZ,1872
MIŁOSZ,1872
CHMIELOWSKA,1871
JAREK,1871
KUKIEŁKA,1871
JUSZKIEWICZ,1870
ARCISZEWSKA,1869
BIAŁY,1866
WALKOWSKA,1866
DZIADOSZ,1865
DOLECKA,1863
DOROSZ,1863
KUCZKOWSKA,1861
MŁYŃSKA,1860
BRZEZICKA,1859
PTASZEK,1859
FIC,1858
KURZEJA,1858
RAPACZ,1858
ŚMIETANA,1858
SZCZEPKOWSKA,1857
WOŁOWIEC,1857
ŁOJEK,1856
PABIAN,1856
TARCZYŃSKA,1856
ŁUKASZUK,1855
MARCZYŃSKA,1855
GOLIK,1854
KMITA,1854
KOCHAN,1854
KOLIŃSKA,1854
KULAK,1854
KUZMENKO,1854
NIEWIŃSKA,1854
KRZYŻAK,1852
KARP,1851
SMAGA,1851
BURAK,1850
STYŚ,1850
DOBEK,1848
WENTA,1848
RADZIEJEWSKA,1847
MRÓWCZYŃSKA,1846
STRÓŻYK,1844
KRYSIŃSKA,1843
KURPIEWSKA,1843
STĘPIŃSKA,1843
BUCZAK,1841
KABAT,1841
MICHNIEWICZ,1840
DOMBROWSKA,1838
SIELSKA,1838
CIECIERSKA,1837
JANOTA,1837
SAWA,1837
SIWIK,1836
ŻUROWSKA,1836
CIUPA,1835
FRANCZYK,1835
DASZKIEWICZ,1834
JAROSZEWICZ,1834
ZANIEWSKA,1834
SIEKIERSKA,1833
LIBERA,1832
PŁOTKA,1832
WOJTKIEWICZ,1832
ADAMOWSKA,1831
RYDZ,1831
PAVLIUK,1830
RYCHTER,1830
SARZYŃSKA,1830
LATOS,1828
RADZIK,1828
FURMANEK,1825
KONARZEWSKA,1825
CZOPEK,1824
PALUSZKIEWICZ,1823
TKOCZ,1823
WALCZUK,1823
JAWOREK,1822
CYBULA,1820
SCHNEIDER,1820
BŁOCH,1819
BORUTA,1819
KARCZMARCZYK,1819
ZYŚK,1819
CIURA,1817
WOCH,1817
PERZ,1816
RAJEWSKA,1816
PADUCH,1815
KRAUS,1813
GĘBSKA,1812
SZAŁKOWSKA,1812
ANTONOWICZ,1811
WOJTAL,1811
JAMROZIK,1810
JAŻDŻEWSKA,1810
KOŁTUN,1810
PSZCZÓŁKOWSKA,1810
BISKUPSKA,1809
ZIÓŁEK,1809
GNIADEK,1808
WEISS,1808
FALKIEWICZ,1802
MARSZAŁ,1801
ZAMOJSKA,1800
FĄFARA,1799
HAWRYLUK,1798
KONIECZKA,1794
JAKUBEK,1793
NIEDŹWIEDZKA,1793
WIEWIÓRA,1793
KASPERCZYK,1792
ŚMIAŁEK,1792
BRYŚ,1790
TYBURSKA,1787
GĘBKA,1786
KUPKA,1786
SKAWIŃSKA,1786
SOSZYŃSKA,1786
JASZCZAK,1785
KULCZYŃSKA,1785
STOLAREK,1785
GROMADZKA,1783
BUJNOWSKA,1782
ŚWIĘTEK,1781
KUMOR,1780
OBRĘBSKA,1780
POMORSKA,1780
FIEDOROWICZ,1779
JELIŃSKA,1778
WENCEL,1778
KURDZIEL,1777
OCHOCKA,1776
RAJSKA,1776
KĘSKA,1775
MICHTA,1775
PASTUSZAK,1774
GALUS,1773
KOSTIUK,1771
SIECZKA,1771
STACHYRA,1771
STEPANIUK,1770
WOŁEK,1770
KWIDZIŃSKA,1769
IDZIK,1768
JANECZKO,1767
MADEJA,1767
NOGAJ,1767
DURKA,1766
GACA,1766
KOBIAŁKA,1766
WALEWSKA,1766
WĄDOŁOWSKA,1766
BAZAN,1764
DRZYMAŁA,1764
PALACZ,1764
PETROVA,1764
SULEJ,1763
BIGOS,1761
KOCOŃ,1761
REK,1761
NIZIOŁ,1760
BRZÓZKA,1759
DĘBEK,1759
DZWONKOWSKA,1759
KOVALOVA,1758
PAŁYS,1758
PRZYBYŁOWSKA,1756
SOBIESKA,1756
KROPIDŁOWSKA,1755
CZARNOCKA,1754
LAZAR,1754
GAPIŃSKA,1753
KUSHNIR,1753
KARASIEWICZ,1752
PAŁCZYŃSKA,1752
ROGACKA,1751
CHABOWSKA,1750
GAŁKOWSKA,1750
KASZUBOWSKA,1750
PRUSZYŃSKA,1750
SKRZYNIARZ,1750
OCZKOWSKA,1747
BARTYZEL,1746
MAŚLAK,1746
ŻĄDŁO,1746
ROSÓŁ,1744
MIGAS,1743
DĄBROWA,1742
WOŹNICZKA,1742
GAIK,1741
KŁYS,1741
FIGURSKA,1739
MARCHLEWSKA,1739
ZIEMIŃSKA,1739
OPAŁKA,1738
GALA,1737
KARDAS,1737
LEHMANN,1737
PONOMARENKO,1737
RZESZUTEK,1737
KIEDROWSKA,1736
GAŁEK,1735
KOTLIŃSKA,1735
SŁUPSKA,1735
SIEK,1734
JAROSZEK,1733
ŻYŁKA,1733
JARZĘBSKA,1731
MIOTK,1731
BACZEWSKA,1729
MALINA,1729
MUSIALIK,1729
SKÓRSKA,1729
FRONTCZAK,1728
RĘBISZ,1728
HUMENIUK,1726
FOLTYN,1724
GOŚCINIAK,1724
GRZANKA,1724
OLSZÓWKA,1724
PAROL,1724
BUJALSKA,1723
SADŁO,1723
CZARNIECKA,1722
SOLIŃSKA,1722
WRZESZCZ,1722
DERDA,1721
ŁUPIŃSKA,1721
PILECKA,1721
SŁOMA,1721
DUCH,1720
NAKONIECZNA,1719
STRZAŁKA,1719
SZREDER,1717
FABER,1716
KRYCZKA,1715
RYGIELSKA,1715
STARZEC,1715
BAKALARZ,1711
DEMBOWSKA,1711
GUZY,1711
JAKUBOWICZ,1711
ŚMIGIEL,1710
GUCWA,1709
KIJAK,1709
SZYMKIEWICZ,1709
BONK,1708
CIBOROWSKA,1707
MARCHUK,1707
SKÓRKA,1707
ŚWIERCZEWSKA,1707
BŁAŻEJCZYK,1706
ZACHARSKA,1706
KUBAT,1705
WALASZEK,1705
BRZYSKA,1704
GRUBA,1704
BŁASZKOWSKA,1703
KRAMARZ,1703
MATYS,1703
SMOLAK,1702
SMOLARCZYK,1702
KLIMKOWSKA,1700
KLUCZYŃSKA,1700
KOŹLIK,1699
DOMŻALSKA,1697
RADWAN,1697
RUTKA,1697
BACH,1696
GARBOWSKA,1696
GREŃ,1696
NAWARA,1696
NEJMAN,1696
BERGER,1694
BYCZKOWSKA,1694
HOPPE,1694
KURZYŃSKA,1693
CEGLAREK,1692
SITKOWSKA,1690
WYKA,1689
KOTULA,1688
GRZĘDA,1686
GARCZYŃSKA,1683
BĄCZYK,1682
PACYNA,1682
ŻYGADŁO,1682
MOŻDŻEŃ,1681
GRODZICKA,1680
KUĆ,1680
PALA,1679
ZABORSKA,1679
BABICZ,1678
PUDEŁKO,1676
BRODZIŃSKA,1675
FUCHS,1675
SZYSZKOWSKA,1673
KOCJAN,1672
PRZYGODZKA,1672
WOJCIESZAK,1672
BRODZIAK,1671
KUBIŚ,1671
BANASZCZYK,1670
LEVCHENKO,1670
REKOWSKA,1670
RACZEK,1668
BAR,1667
RADOŃ,1667
GARSTKA,1666
RÓŻALSKA,1666
WAJS,1664
BIZOŃ,1663
SURMACZ,1663
ZAPART,1663
SZYMONIAK,1662
CZARNA,1661
DZIEWULSKA,1661
KEMPIŃSKA,1661
VASYLENKO,1661
BUCHTA,1660
DZIEKAN,1660
MIKRUT,1660
PIECZONKA,1660
STANIEK,1660
DYL,1659
GRADOWSKA,1659
DZIADEK,1658
LENKIEWICZ,1658
BAJ,1656
JAROŃ,1654
KOPAŃSKA,1654
KOSSOWSKA,1654
PELCZAR,1654
ŻAKOWSKA,1653
KONEFAŁ,1652
KAPŁON,1651
MURZYN,1651
KAROLEWSKA,1650
PYTLAK,1650
SZABŁOWSKA,1650
ŁABĘDZKA,1648
BRZOSTOWSKA,1646
DANIELAK,1646
MATUŁA,1646
PROKOPIUK,1646
ŻABICKA,1646
GRZYWA,1643
TRZASKOWSKA,1642
DERA,1640
KRAWCZUK,1640
MATYSIK,1640
RYNKOWSKA,1640
GABOR,1638
KUBERA,1638
PAŹDZIOR,1638
WIELICZKO,1638
