Nawisko aktualne,Liczba
PERDUTA,112
PETERMAN,112
PETKO,112
PILUŚ,112
POTRZEBSKI,112
PROGA,112
PRYLUTSKYI,112
PRZEKAZA,112
PRZEŚNIAK,112
PRZYSŁO,112
PTASZYK,112
PUPECKI,112
PUTERNICKI,112
PUTKARADZE,112
RAUCHUT,112
REDZYNIA,112
REKUCKI,112
RENN,112
REPA,112
ROBINSON,112
ROSZCZYNIAŁA,112
RUSOWICZ,112
RUZHYTSKYI,112
RYDZOWSKI,112
RYFCZYŃSKI,112
RZĘDZIAN,112
RZOSIŃSKI,112
SAMBORA,112
SĄPÓR,112
SEJDA,112
SIDOREK,112
SIEROTOWICZ,112
SÎRBU,112
SKAŹNIK,112
SKRABANIA,112
SKWARLIŃSKI,112
SMOLARKIEWICZ,112
SOBIROV,112
SOBORAK,112
SOŁTOWSKI,112
STACHAK,112
STALMIERSKI,112
STOBRAWA,112
STOJAŃSKI,112
SUKHANOV,112
SZAJRYCH,112
SZALCZYK,112
SZLEPER,112
SZOPIERAJ,112
SZOPNY,112
SZOSTECKI,112
SZURKOWSKI,112
SZWAGIEL,112
SZYDERSKI,112
SZYNDLAREWICZ,112
SZYPKOWSKI,112
ŚRÓDECKI,112
TAŁACH,112
TEŚLUK,112
TOMIŃSKI,112
TOPCHII,112
TOSZA,112
USOV,112
VOLYK,112
WARCHOLIK,112
WARELIŚ,112
WARMUZIŃSKI,112
WEDZIUK,112
WERESZCZAK,112
WIERZCHOSŁAWSKI,112
WIŚLIŃSKI,112
WOJCIACZYK,112
WOJCIESZCZAK,112
YUNUSOV,112
ZABRZAŃSKI,112
ZAKRZACKI,112
ZALEPA,112
ZDYBICKI,112
ZIEJKA,112
ZUBELEWICZ,112
ZYSKO,112
ZYZNOWSKI,112
ŻĄDŁOWSKI,112
ŻENDZIAN,112
ADASIK,111
AMROZIK,111
ANSZCZAK,111
ARNAUT,111
AUST,111
BANCARZEWSKI,111
BANDZIAK,111
BARTSCH,111
BECIŃSKI,111
BEREHOVYI,111
BIADASZ,111
BIECKI,111
BIERDZIŃSKI,111
BŁACHEWICZ,111
BŁAJEK,111
BONIEWSKI,111
CHATŁAS,111
CHOCHLEWICZ,111
CIECIERĘGA,111
CILULKO,111
CZEREPKO,111
CZORT,111
DAWCZAK,111
DELIK,111
DOBRZELECKI,111
DOJUTREK,111
DORNOWSKI,111
DOWLASZEWICZ,111
DRĄŻCZYK,111
DROSSEL,111
DUDIK,111
DUDKIN,111
DURAŃSKI,111
DYNKOWSKI,111
DZIAD,111
DZIANOK,111
FENGIER,111
FIGURNIAK,111
FILCEK,111
FLORYN,111
FRANCIS,111
GAJIEV,111
GALLER,111
GAMBUŚ,111
GARDYJAS,111
GARNCZAREK,111
GAŹDZIAK,111
GĘBOREK,111
GIZOWSKI,111
GLIMASIŃSKI,111
GONIEWICZ,111
GORYCA,111
GRZEGOCKI,111
GRZEGRZUŁKA,111
GRZEJKA,111
GRZYWOK,111
HAIK,111
HAJDRYCH,111
HANUSHCHAK,111
HAZUBSKI,111
HENCZEL,111
HOLUK,111
HORNUNG,111
HUCHRAK,111
HYTREK,111
JARASZEK,111
JASIC,111
JUCHNOWSKI,111
JUSIEL,111
KAKIET,111
KALAMAT,111
KAŁECKI,111
KAMUSIŃSKI,111
KANTAROWSKI,111
KAPOL,111
KARDELA,111
KASIBORSKI,111
KĘCIEK,111
KIĆ,111
KIELSKI,111
KIEŁKUCKI,111
KNABE,111
KNYSZYŃSKI,111
KOBYLAREK,111
KOMUR,111
KONACHOWICZ,111
KOTYŁA,111
KOZŁOW,111
KRAC,111
KRACZLA,111
KRASNIKOV,111
KRASULA,111
KRYSKO,111
KRZOK,111
KULUPA,111
KUNASZYK,111
KUZEMCZAK,111
LENIO,111
LYPKA,111
ŁYSZCZYŃSKI,111
MACHELAK,111
MAKAREVYCH,111
MALEJKO,111
MALOWANIEC,111
MAŁASIŃSKI,111
MARANOWSKI,111
MARKIEFKA,111
MATYSZOK,111
MAZIAKOWSKI,111
MĘCIŃSKI,111
MIĄDOWICZ,111
MIOSKOWSKI,111
MITULA,111
MOLECKI,111
MORARI,111
MOZGHOVYI,111
MOZOŁA,111
MUCHLA,111
MULYK,111
MUSZEL,111
MYKHAILO,111
NAGRABSKI,111
NAUMCZUK,111
NAUS,111
NECZAJ,111
NIETRZEBKA,111
NOWIKIEWICZ,111
OLEFIR,111
OLENKIEWICZ,111
OSOWICZ,111
ÖZKAN,111
PACKIEWICZ,111
PAŁATYŃSKI,111
PARIS,111
PASZTOR,111
PAŚNIKOWSKI,111
PATYNEK,111
PĄPKA,111
PERKO,111
PICK,111
PIECHULEK,111
PIEDA,111
PIJAROWSKI,111
PLESZEWSKI,111
PŁOSA,111
PŁUŻYCZKA,111
POKRYWIECKI,111
POPOWCZAK,111
POPPE,111
PORTACHA,111
POSZWIŃSKI,111
POTRAWA,111
PRZASTEK,111
PRZYLEPA,111
PUŁAPA,111
PYJOR,111
RADZIMIERSKI,111
RAFAŁO,111
RASZYK,111
REICHELT,111
RELISZKA,111
REWKOWSKI,111
RIABYI,111
RYGOŁ,111
SAPUN,111
SEKRETA,111
SHEMET,111
SICHKAR,111
SIEKIERKOWSKI,111
SIERZCHUŁA,111
SIMONYAN,111
SKROBIRANDA,111
SMYRSKI,111
SOCHACZ,111
SOLDATKE,111
SPICH,111
SPORA,111
SPRUTTA,111
STANDIO,111
STOGNIEW,111
STOLIAROV,111
STOSZKO,111
STRZĘP,111
STRZODKA,111
STUSIO,111
STYZIŃSKI,111
SULAK,111
SULENTA,111
SUPRONIK,111
SZADA BORZYSZKOWSKI,111
SZAŁAPATA,111
SZAUER,111
SZAWKAŁO,111
SZCZEPUŁA,111
SZCZYBELSKI,111
SZMYCIŃSKI,111
SZOPIAK,111
SZPULAK,111
SZUCA,111
SZUĆKO,111
SZWABE,111
ŚLIZEWSKI,111
ŚWIERZOWSKI,111
TANISTRA,111
TATARZYŃSKI,111
TENDELSKI,111
TĘTNOWSKI,111
TOCZKOWSKI,111
TRENDOWICZ,111
TRYBUŁOWSKI,111
TUCHARZ,111
TUTKO,111
VALIYEV,111
VO,111
WAMBERSKI,111
WARSIEWICZ,111
WEPA,111
WIADERKIEWICZ,111
WIŚNIOWIECKI,111
WLASZCZYK,111
WŁÓDARCZYK,111
WODEJKO,111
WOJCIESZCZYK,111
WYBORNY,111
WYSAKOWSKI,111
ZACIERKA,111
ZGÓRKA,111
ZIĘDALSKI,111
ZUBIEL,111
ZYSEK,111
ZYSNARSKI,111
ŻMUDOWSKI,111
ŻUBERT,111
AFTAŃSKI,110
AKHALAIA,110
ALEJSKI,110
ANDREJAS,110
ARYAL,110
BADTKE,110
BANDA,110
BELAK,110
BELEI,110
BŁANIK,110
BOŁDAK,110
BOŁTROMIUK,110
BOMBIŃSKI,110
BONDARA,110
BRATUŚ,110
BRONNY,110
BRUDECKI,110
BRUZDEWICZ,110
BRZĄKOWSKI,110
BURACZEK,110
BURYŚ,110
BUTT,110
CHADAŁA,110
CHWEDORCZUK,110
CHYNEK,110
CIECHELSKI,110
CUDNOCH,110
CUGLEWSKI,110
CZUBIAK,110
DACZYŃSKI,110
DANYLKO,110
DARMACH,110
DEPCIUCH,110
DOBBER,110
DOBUCKI,110
DRAHANCHUK,110
DRAŃSKI,110
DREKSLER,110
DRYJAS,110
DUMICZ,110
DUMYCH,110
DYNDOR,110
DYTMAN,110
ELWARTOWSKI,110
FABROWICZ,110
FALENDER,110
FASICZKA,110
FELNER,110
FERDZYN,110
FIDZIUKIEWICZ,110
FIFER,110
FOLTYNIEWICZ,110
FRANT,110
FULNECZEK,110
GAVRYLIUK,110
GIELMUDA,110
GIERLIK,110
GLOGER,110
GMURSKI,110
GRABOSZ,110
GRECZKA,110
GROBARCZYK,110
GRONERT,110
GRONO,110
GUSZCZAK,110
GWIOŹDZIK,110
GZUBICKI,110
HABERNY,110
HALAS,110
HAUPT,110
HEJCZYK,110
HOŁOWICKI,110
HORAJSKI,110
HOŚCIŁO,110
HULIAIEV,110
HUMAJ,110
ILIUK,110
JARONIEWSKI,110
JAŹWA,110
JEDNAC,110
JEŻYŃSKI,110
JĘDRYCHOWICZ,110
JONIO,110
KAGANIEC,110
KALAK,110
KATANOWSKI,110
KATYŃSKI,110
KHANAS,110
KHARLAMOV,110
KIERACH,110
KISIO,110
KLAMER,110
KŁĘBOKOWSKI,110
KONDRASZUK,110
KOPIA,110
KOSARZYCKI,110
KOTOVYCH,110
KOVÁCS,110
KRAMP,110
KRASZCZYŃSKI,110
KRĘŹLEWICZ,110
KRÓWCZYŃSKI,110
KUBOSZ,110
KUCZARA,110
KUCZORA,110
KUKLO,110
KULESZEWICZ,110
KUZENKO,110
KUZKO,110
LAWRENZ,110
LEGIN,110
LENARCIAK,110
LIKA,110
LIMAN,110
LISTOS,110
LOEWNAU,110
LUKACH,110
ŁODZIEWSKI,110
MAKSYMCZAK,110
MAKUKHA,110
MALEJKI,110
MAŁOWIECKI,110
MARCINCZAK,110
MAŚLĄG,110
MATERNY,110
MĄDRZYŃSKI,110
MEKA,110
MIKOŁAJUN,110
MŁOŹNIAK,110
MODERSKI,110
MOMONT,110
MORAWCZYŃSKI,110
MORDON,110
MORZUCH,110
MÓJTA,110
NAGIELSKI,110
NIKITCHUK,110
NODZAK,110
NOWY,110
OBER,110
OKULICZ,110
OLIZAROWICZ,110
OSIEJUK,110
OSINKA,110
OVDIIENKO,110
PAŁACHA,110
PASOWSKI,110
PECURA,110
PETELCZYC,110
PIERGIES,110
PIĘDZIA,110
PIJARSKI,110
PIROWICZ,110
PITYŃSKI,110
PIWOWOŃSKI,110
PŁOSZAJSKI,110
PONCYLIUSZ,110
PÓŁCZYŃSKI,110
PSICA,110
PUKŁO,110
PUPIN,110
PYDYNOWSKI,110
RACIŃSKI,110
RAJCZEWSKI,110
RAPICKI,110
REJER,110
REPLIŃSKI,110
RETELEWSKI,110
RODIN,110
ROZENKIEWICZ,110
RUSIAK,110
RUSIŁOWSKI,110
RYBIN,110
SAPRYKIN,110
SARNIKOWSKI,110
SEJ,110
SEMIANIUK,110
SETIAWAN,110
SEWIELSKI,110
SHKURKO,110
SHUTKO,110
SIDENKO,110
SIERPUTOWSKI,110
SIMKIEWICZ,110
SKROBARCZYK,110
SKRZEKOWSKI,110
SLIUSARCHUK,110
SŁOWAK,110
SŁYŻ,110
SOCKI,110
SOKURENKO,110
SPASIUK,110
SPRANCEL,110
SROGOSZ,110
STEREŃCZAK,110
STOŁECKI,110
STONIO,110
STRONK,110
SYGNECKI,110
SYLLA,110
SZALCZYŃSKI,110
SZARGUT,110
SZCZEŚ,110
SZEPCZYŃSKI,110
SZPRĘGLEWSKI,110
SZPRUTA,110
SZWAGRZAK,110
SZYMELFENIG,110
ŚMIEJCZAK,110
ŚWINKA,110
TABĘDZKI,110
TĘSNY,110
TOMKALSKI,110
TORCHALSKI,110
TREMBIŃSKI,110
TROCIUK,110
TROKHYMENKO,110
TRYCH,110
VERBITSKYI,110
VUS,110
WAŁĘCKI,110
WAPNIARSKI,110
WASYLKIEWICZ,110
WERELICH,110
WICZANOWSKI,110
WINCKIEWICZ,110
WIOSKA,110
WITESKA,110
WITOŚ,110
WOJCZYSZYN,110
WYSMOLIŃSKI,110
YERMOLAIEV,110
ZABIELNY,110
ZALUTSKYI,110
ZARUBA,110
ZASTAWA,110
ZBOJNA,110
ZDANOVICH,110
ZDEBIAK,110
ZMYSŁO,110
ZUCHMAŃSKI,110
ŻUBERTOWSKI,110
ŻYTYŃSKI,110
AMPUŁA,109
ANDRYCHIEWICZ,109
ARMAŃSKI,109
BALANT,109
BARLAK,109
BIERNACIAK,109
BIRK,109
BIRNBAUM,109
BIŚTO,109
BOJACZUK,109
BOKOWY,109
BORDUN,109
BORUS,109
BRANNY,109
BROŹNY,109
BRUCHAJZER,109
BUBROWSKI,109
CĄPAŁA,109
CHOCHULSKI,109
CHOLIŃSKI,109
CHRABĄSZCZEWSKI,109
CIACIEK,109
CIĘGOTURA,109
CUDOK,109
CZYPEK,109
ĆMIELEWSKI,109
DAHAL,109
DEREJ,109
DOCZYK,109
DOLINSKYI,109
DOLYNSKYI,109
DRAWS,109
DREWKA,109
DUCHOWSKI,109
DYMKO,109
DYNGOSZ,109
DYZIO,109
DZIENIAK,109
DZIURNY,109
FIRSOV,109
FREIBERG,109
FUNEK,109
GAJOSZ,109
GEMRA,109
GIERKO,109
GINDERA,109
GŁUSZCZYŃSKI,109
GNIAŹ,109
GNIZA,109
GONCHARUK,109
GREJNER,109
GRIMM,109
GUDAJCZYK,109
GURCZYŃSKI,109
GWOŹDZIŃSKI,109
HADA,109
HALAREWICZ,109
HALUSIAK,109
HAMERLIŃSKI,109
HARMASZ,109
HENRYKOWSKI,109
HŁAWICZKA,109
HODER,109
HORNY,109
HREŚKA,109
HRYHORUK,109
HUTSOL,109
IDACZYK,109
JAGOS,109
JARZYŁO,109
JASIOCHA,109
JASTAK,109
JENCZ,109
JUNGOWSKI,109
KACZUGA,109
KANSIK,109
KARAMUZ,109
KAZANTSEV,109
KIELMAS,109
KIZIELEWICZ,109
KŁAPA,109
KNIEJSKI,109
KONRADOWSKI,109
KOPYSTECKI,109
KORDAŚ,109
KORNOSZ,109
KORSKI,109
KOSIARZ,109
KOWALKA,109
KOZOŁUP,109
KROGUL,109
KSEPKO,109
KSOK,109
KUKOWIECKI,109
KULAWINEK,109
KULAWIŃSKI,109
LAMKIEWICZ,109
LARSEN,109
LEPOROWSKI,109
LEVKO,109
LINARD,109
LONGA,109
LYSYTSIA,109
ŁANKOWSKI,109
ŁĘCZEK,109
ŁĘTEK,109
ŁOSAK,109
ŁYCZAKOWSKI,109
MAHMUDOV,109
MAŁOWSKI,109
MARCHELEK,109
MARTYNCHUK,109
MASZTAFIAK,109
MAŚLEWSKI,109
MAŚNIK,109
MATROS,109
MAZA,109
MIADZVEDZEU,109
MIESIĄCZEK,109
MILCZAK,109
MINAKOWSKI,109
MIRANOWICZ,109
MOCZYGĘBA,109
MOLITOR,109
MOTAS,109
MYKOWSKI,109
NACEWICZ,109
NAMIEL,109
NASTAŁ,109
NEC,109
NIEMIERKA,109
NOGAJEWSKI,109
OBLICKI,109
OBUDZIŃSKI,109
OCYTKO,109
OPIELKA,109
ORKOWSKI,109
OSZMANIEC,109
OZÓG,109
PARZYK,109
PATAŁA,109
PELS,109
PENDOWSKI,109
PHILIPP,109
PIECHEL,109
PIECHOTKA,109
PIĘTKO,109
PŁUŻEK,109
PŁUŻYŃSKI,109
POLITO,109
PORZEŻYŃSKI,109
PRACOŃ,109
PROSZAK,109
PRYZMONT,109
PRZĄDO,109
PRZERACKI,109
PYDZIK,109
REKUĆ,109
RENKAS,109
RĘKORAJSKI,109
ROCZYNA,109
RODZEWICZ,109
RUBINKIEWICZ,109
RYBAKOV,109
RYCIUK,109
RYMARCHUK,109
RYZHOV,109
SADLOK,109
SEMKOVYCH,109
SHAROV,109
SHMYHELSKYI,109
SIEBIERSKI,109
SIERPNIAK,109
SIERUGA,109
SINKO,109
SIUPIK,109
SKIERNIEWSKI,109
SKINDEROWICZ,109
SKŁADAN,109
SKOCZKE,109
SŁOMIAK,109
SMAGŁO,109
SMERDEL,109
STANIURSKI,109
STEPKA,109
STĘCLIK,109
STICH,109
STOPAREK,109
STRZEDUŁA,109
SUCHODÓŁ,109
SUJDAK,109
SVYRYDOV,109
SWOSZOWSKI,109
SZCZEGÓLSKI,109
SZCZERBETKA,109
SZEREMENT,109
SZMIDLA,109
SZOBLIK,109
SZPERLING,109
SZTOLCMAN,109
SZUDA,109
SZULERECKI,109
ŚCIUBAK,109
ŚLEBOCKI,109
ŚLOTAŁA,109
ŚWIEREK,109
TĘŻYCKI,109
TOBIŚ,109
TROSZKA,109
TRUKHAN,109
TWARKOWSKI,109
VIETROV,109
WALUCH,109
WAWOK,109
WEJHER,109
WILDNER,109
WILUŚ,109
WIÓRKOWSKI,109
WOGA,109
WRZAŁEK,109
WYDURSKI,109
YAKAULEU,109
YAKIMOVICH,109
YAKUNIN,109
ZALEŃSKI,109
ZIEMBOWICZ,109
ZŁOMANIEC,109
ANDRACKI,108
ANTKOWSKI,108
ANUS,108
ARDELLI,108
BARTWICKI,108
BĄTKIEWICZ,108
BĘTLEWSKI,108
BICZYŃSKI,108
BISIALSKI,108
BISS,108
BISTRAM,108
BLEWĄSKA,108
BLYSHCHYK,108
BOLCZYK,108
BOŁĄDŹ,108
BONAT,108
BONDA,108
BOŻYKOWSKI,108
BRATUS,108
BRUN,108
BRYDAK,108
BUJEWSKI,108
BURACZYK,108
CEKUS,108
CHARUBA,108
CHLEBICA,108
CHODERA,108
CIERACH,108
CIERLICA,108
CIESNOWSKI,108
CUP,108
CZACHARA,108
CZAPELKA,108
CZECZOTKA,108
CZERNIJ,108
CZESZYŃSKI,108
CZOŁCZYŃSKI,108
ĆWIELONG,108
DARUK,108
DENIZIAK,108
DONTSOV,108
DOSZCZECZKO,108
DRABCZYŃSKI,108
DREŻEWSKI,108
DROŹDZIKOWSKI,108
DURAZIŃSKI,108
DYSZKANT,108
DYSZKOWSKI,108
DZIAKIEWICZ,108
DZIĘGIELOWSKI,108
DZIOSA,108
ERKIERT,108
FALANDYS,108
FASUGA,108
FELDMANN,108
FITT,108
FLAKA,108
FRIDMAN,108
FURTAS,108
GABUNIA,108
GADZALIŃSKI,108
GAWERSKI,108
GEMBORYS,108
GIEREŚ,108
GIEROS,108
GŁASZCZ,108
GOMUŁKIEWICZ,108
GRAJZER,108
GRAZDA,108
HALECKI,108
HALL,108
HAUS,108
HECHT,108
HELLMANN,108
HLUSHCHUK,108
HODYL,108
HOSZKO,108
HUPERT,108
HYB,108
IVANOCHKO,108
IWOŁA,108
JADASZ,108
JASZYK,108
JĄCZYK,108
JEWULSKI,108
JOKEL,108
JURDZIAK,108
KABA,108
KALENIUK,108
KALISZCZUK,108
KAŁACH,108
KASYNA,108
KHARUK,108
KIERSZTAN,108
KIŚLUK,108
KLASSA,108
KLUSIEWICZ,108
KLYMKO,108
KŁANIECKI,108
KOBYŁCZYK,108
KOCHERHA,108
KOCYŁOWSKI,108
KOJŁO,108
KOPYCZYŃSKI,108
KORNOWICZ,108
KORZECKI,108
KOSIARA,108
KRAWCZENKO,108
KREMIEC,108
KREPS,108
KRZEWNIAK,108
KRZYSZTAŁOWICZ,108
KUBOCZ,108
KUDREWICZ,108
KULING,108
KUPRAS,108
KUPSIK,108
KURCABA,108
KURNIKOWSKI,108
KUROPIESKA,108
LAPTIEV,108
LEC,108
LENKO,108
LEPIESZKA,108
LIWOCHA,108
LUO,108
ŁOZAK,108
ŁUCAK,108
MACEDOŃSKI,108
MACIUPA,108
MACIURA,108
MAHAS,108
MAKSYMCZUK,108
MALESZKO,108
MALINIAK,108
MATANOWSKI,108
MATIASZEK,108
MATSENKO,108
MATWIJÓW,108
MENDOWSKI,108
MESHCHERIAKOV,108
MICHCIK,108
MICHNAL,108
MICHNIOWSKI,108
MIĆKO,108
MIKAVA,108
MIŚKA,108
MITERKA,108
MORDASZEWSKI,108
MOROŃCZYK,108
MOŚKO,108
MREŃCA,108
MUNDZIK,108
MURPHY,108
NIEWELT,108
OBNISKI,108
OCŁOŃ,108
OLEŃCZUK,108
OŁOWIAK,108
OPRYSZEK,108
ORSZULSKI,108
ORYSZEWSKI,108
OSOWIEC,108
OTWIASKA,108
OWSIAŃSKI,108
PACELT,108
PAUROWSKI,108
PETERWAS,108
PIEKOŚ,108
PIETUSZKO,108
PIHAN,108
PŁÓCINIAK,108
POBORCA,108
PODZIŃSKI,108
POPIAK,108
PÓŁTORZYCKI,108
PRADELOK,108
PRZYCHODAJ,108
PULNAR,108
PUŁANECKI,108
PYSIK,108
RATUSKI,108
RĘCŁAWOWICZ,108
RIETZ,108
ROPKA,108
ROSHKO,108
RUSEWICZ,108
RUSKOWIAK,108
RYGLOWSKI,108
SERDAK,108
SĘDZIELEWSKI,108
SHAUTSOU,108
SIAMIONAU,108
SIWERSKI,108
SKORZYCKI,108
SMUCZYŃSKI,108
SOIKA,108
SOZONIUK,108
SPARZAK,108
STABIK,108
STABLEWSKI,108
STAJSZCZYK,108
STARKIEWICZ,108
STOPNICKI,108
STRAŻ,108
STRELTSOV,108
STRILETSKYI,108
STYP-REKOWSKI,108
SUBIK,108
SZAR,108
SZATKA,108
SZCZUPAŁ,108
SZELER,108
SZLASZYŃSKI,108
SZUFNAROWSKI,108
SZULER,108
SZYLIŃSKI,108
SZYRSZEŃ,108
ŚCIBURA,108
ŚMIDODA,108
ŚWIERDZA,108
TARGOS,108
TCHANTURIA,108
TOCHMAN,108
TOPOR,108
TRAWNIK,108
TRUDZIŃSKI,108
TWARDOKĘS,108
UBYCHA,108
UGOLIK,108
WALEK,108
WALTROWSKI,108
WALUŚKIEWICZ,108
WAWRZOŁA,108
WEYCHAN,108
WICKOWSKI,108
WIKOWSKI,108
WIŚNY,108
WIZŁA,108
WŁOCZKOWSKI,108
WROMBEL,108
WRZOŁEK,108
YARASHEVICH,108
ZABÓJ,108
ZAPRZAŁKA,108
ZAROTYŃSKI,108
ZAWIŁO,108
ZIARNEK,108
ZIUZIA,108
ZMOREK,108
ZUBCZYŃSKI,108
ZYDEK,108
ZYWAR,108
ŻUCHELKOWSKI,108
AGNIESZCZAK,107
ANDREYEU,107
ANDRUSENKO,107
ANDRUSHCHAK,107
ARTEMCHUK,107
BACIAK,107
BAJOŁEK,107
BARŁOŻEK,107
BARYCZA,107
BASHYNSKYI,107
BENEDYKCIUK,107
BIAŁOGŁOWY,107
BILOSHYTSKYI,107
BLASKI,107
BŁĘCKI,107
BORAKIEWICZ,107
BROSZKOWSKI,107
BUKŁAD,107
BURSZTYN,107
CERTA,107
CHAJDUGA,107
CHAŚ,107
CHOCHLA,107
CHOŁAJ,107
CHOŁODECKI,107
CHUĆ,107
CIEMSKI,107
CINKOWSKI,107
CMOK,107
CYRIS,107
CYZ,107
CZEPIELEWSKI,107
DALKIEWICZ,107
DANILKIEWICZ,107
DELIPACY,107
DEMENTIEV,107
DEREWENDA,107
DESZCZAK,107
DOLIGALSKI,107
DRDZEŃ,107
DUNIAK,107
DYNDAŁ,107
DZIONY,107
FIEJTEK,107
FILIPOVICH,107
FONTAŃSKI,107
FRYCZYŃSKI,107
FUTERA,107
GALBIERCZYK,107
GALSTYAN,107
GARBATOWSKI,107
GARMULEWICZ,107
GAUL,107
GĘBICA,107
GLIMOS,107
GNYSZKA,107
GOGOLADZE,107
GOLASA,107
GOLJAN,107
GOLUBIŃSKI,107
GOWIK,107
GÓRAJEK,107
GÓRNIEWSKI,107
GÓRZEWSKI,107
GRENCEL,107
GRONAU,107
GROSFELD,107
GRUBERSKI,107
GWIZDOWSKI,107
HAMCZYK,107
HAŃCZUK,107
HAPONENKO,107
HARAJ,107
HARKAVYI,107
HEMERLING,107
HLOVA,107
HRYNISZYN,107
JAGACZEWSKI,107
JANURA,107
JANUSZAK,107
JASICZAK,107
JASINIAK,107
KANIVETS,107
KAZMIERCZAK,107
KĘSIAK,107
KIELIŚ,107
KIERECKI,107
KIOŁBASA,107
KLECH,107
KMOCH,107
KOKIEĆ,107
KORONOWICZ,107
KORZĘPA,107
KOTARAK,107
KOTIASH,107
KOZLIUK,107
KRAJCZY,107
KRASIEJKO,107
KROKOSZYŃSKI,107
KUBATEK,107
KUCICKI,107
KUĆMIEROWSKI,107
KUDOSZ,107
KUKIEL,107
KUROCHKIN,107
KUSHNIRCHUK,107
LEMIECHA,107
LEWIS,107
LIAKHOV,107
LIDER,107
LIETZAU,107
LUBIECKI,107
ŁABUDZKI,107
ŁĘGOWIAK,107
ŁOPUCKI,107
ŁUCZYN,107
MAKAROWICZ,107
MAŁYGA,107
MANDA,107
MARCIOCH,107
MARONDEL,107
MERTIN,107
MIKLASIEWICZ,107
MIRONOV,107
MOSEICHUK,107
MUZYKIEWICZ,107
MYHAL,107
NAZAREK,107
NOSIŃSKI,107
OLCHÓWKA,107
ONYŚKO,107
OPENCHOWSKI,107
OPITZ,107
ORATOWSKI,107
ORLAK,107
OSADCZUK,107
PALION,107
PANCHYRZ,107
PARNICKI,107
PARZYMIES,107
PATIL,107
PEŁDIAK,107
PETRYCKI,107
PĘDRYS,107
PĘSIEK,107
PICEWICZ,107
PIEPIORA,107
PIERZCHAŁKA,107
PIETRALCZYK,107
PILIMON,107
PŁOCIENIAK,107
PŁOTECKI,107
PODKOŃSKI,107
PODZIEMSKI,107
POLETYŁO,107
POPCZYŃSKI,107
PREKURAT,107
PROŃKO,107
PRYL,107
PRZECHRZTA,107
PUNDA,107
PYPCZYŃSKI,107
PYŻYŃSKI,107
RABE,107
RAC,107
RAKSZEWSKI,107
RAPALSKI,107
REIMER,107
RETEL,107
ROSZCZYNIALSKI,107
RUSJAN,107
SANCHEZ,107
SAPOR,107
SAWIKOWSKI,107
SĄGAŁA,107
SEMKÓW,107
SETECKI,107
SEWIOŁO,107
SĘCZEK,107
SHMATKO,107
SHYSHKA,107
SIDOWSKI,107
SIUŚTA,107
SKIBIAK,107
SŁUCHOCKI,107
SMULEWICZ,107
SONNEK,107
SOPUCH,107
SOTA,107
SPORYS,107
STARKO,107
STARYBRAT,107
SUCHOPARSKI,107
SUDEK,107
SUDYKA,107
SUKTA,107
SZALSKI,107
SZEMIS,107
SZPERKA,107
SZPLIT,107
SZPURKA,107
SZYLIN,107
ŚWIEJKOWSKI,107
TARAMAS,107
TARGALSKI,107
TATAJ,107
TELĘGA,107
TOFILSKI,107
TOMASZOWSKI,107
TWARDAWSKI,107
UNDRO,107
UZAREWICZ,107
VERMA,107
VOITSEKHIVSKYI,107
WARZYC,107
WENCKA,107
WERON,107
WESSERLING,107
WIELGOLASKI,107
WIERZCHOŚ,107
WODZIK,107
WOJTYNOWSKI,107
ZALWERT,107
ZAPORSKI,107
ZEREK,107
ZGRYZA,107
ZIARNIEWICZ,107
ZUZEL,107
ZYDOROWICZ,107
ADAMIOK,106
ALABA,106
ALFUT,106
ANDRUSZCZYSZYN,106
APANASOWICZ,106
ARMACKI,106
AWDZIEJ,106
BABAROWSKI,106
BANISZ,106
BAŃCZEROWSKI,106
BARBARA,106
BARTOSEWICZ,106
BASZCZYN,106
BEZSMERTNYI,106
BIELUCH,106
BIGA,106
BIZIEWSKI,106
BOBROVSKYI,106
BOCHMAN,106
BOCZKAJA,106
BOĆWIŃSKI,106
BOHDANETS,106
BOKINIEC,106
BOMBRYCH,106
BOROSZKO,106
BORSIAK,106
BORUSIAK,106
BOSYI,106
BOŻEWICZ,106
BRÓŻ,106
BRUSZKIEWICZ,106
BUBAS,106
BUKOWCZYK,106
BUŁATEWICZ,106
BURNECKI,106
BUSEK,106
CHABANENKO,106
CHASZCZEWSKI,106
CHROŚNIAK,106
CHWALIBÓG,106
CIELICKI,106
CIELOSZYK,106
CIPA,106
COVACI,106
CZEREDRECKI,106
DASTYCH,106
DASZCZYŃSKI,106
DEJNAK,106
DEMBINSKI,106
DRAHUN,106
DYWAŃSKI,106
DZIEŻYK,106
FIODARAU,106
FLANC,106
FLOROWSKI,106
FONS,106
FRIEBE,106
FUSEK,106
GABRYLEWICZ,106
GARBIAK,106
GERESZ,106
GERTYCH,106
GIERYK,106
GILLNER,106
GIZIEWICZ,106
GOGOŁKIEWICZ,106
GOŁASIEWICZ,106
GOŁDOWSKI,106
GRELL,106
GRUDNICKI,106
GRUDZIĄŻ,106
GRYSKO,106
GRZYBKO,106
GULEJ,106
HABEREK,106
HABRASZKA,106
HAJDUŚ,106
HARHALA,106
HARTUNG,106
HĄCEL,106
HOLOVCHAK,106
HOLWEG,106
HOŃCA,106
HUBSKYI,106
HYŻOREK,106
IHNATOVICH,106
JABŁONIEC,106
